Global Land and Ocean Temperature Anomalies
Units: Degrees Celsius
Base Period: 1901-2000
Year,Value
191609,-0.2587
191610,-0.2628
191611,-0.3922
191612,-0.5725
191701,-0.4280
191702,-0.4692
191703,-0.4232
191704,-0.3110
191705,-0.4456
191706,-0.3376
191707,-0.1679
191708,-0.1695
191709,-0.0600
191710,-0.2576
191711,-0.1295
191712,-0.5317
191801,-0.2134
191802,-0.2833
191803,-0.1723
191804,-0.2937
191805,-0.2777
191806,-0.1805
191807,-0.1994
191808,-0.1732
191809,-0.1464
191810,-0.0972
191811,-0.1119
191812,-0.3174
191901,-0.2388
191902,-0.0528
191903,-0.2350
191904,-0.0665
191905,-0.1825
191906,-0.2324
191907,-0.2132
191908,-0.2093
191909,-0.1814
191910,-0.2178
191911,-0.3150
191912,-0.2945
192001,-0.1138
192002,-0.2192
192003,-0.0553
192004,-0.2081
192005,-0.1663
192006,-0.2529
192007,-0.2416
192008,-0.2292
192009,-0.1734
192010,-0.2063
192011,-0.2459
192012,-0.3847
192101,-0.0563
192102,-0.1454
192103,-0.2127
192104,-0.2021
192105,-0.1872
192106,-0.1616
192107,-0.1102
192108,-0.1905
192109,-0.1457
192110,-0.0647
192111,-0.1846
192112,-0.0798
192201,-0.3188
192202,-0.2913
192203,-0.0757
192204,-0.1268
192205,-0.2624
192206,-0.2788
192207,-0.2588
192208,-0.2767
192209,-0.2492
192210,-0.2471
192211,-0.1920
192212,-0.1546
192301,-0.2105
192302,-0.3755
192303,-0.2684
192304,-0.3322
192305,-0.2455
192306,-0.1916
192307,-0.2778
192308,-0.2793
192309,-0.2426
192310,-0.1592
192311,0.0328
192312,0.0039
192401,-0.2491
192402,-0.1825
192403,-0.1108
192404,-0.2433
192405,-0.1995
192406,-0.2235
192407,-0.2168
192408,-0.2854
192409,-0.2805
192410,-0.2854
192411,-0.2913
192412,-0.3882
192501,-0.3215
192502,-0.2747
192503,-0.1653
192504,-0.1583
192505,-0.2056
192506,-0.2221
192507,-0.2048
192508,-0.1327
192509,-0.0984
192510,-0.1203
192511,0.0604
192512,0.1128
192601,0.1717
192602,0.0876
192603,0.0823
192604,-0.1266
192605,-0.1257
192606,-0.1155
192607,-0.1528
192608,-0.0841
192609,-0.0972
192610,-0.0768
192611,-0.0720
192612,-0.2102
192701,-0.1668
192702,-0.1856
192703,-0.2507
192704,-0.2113
192705,-0.2217
192706,-0.1952
192707,-0.0963
192708,-0.1074
192709,-0.0219
192710,0.0211
192711,-0.0355
192712,-0.3062
192801,-0.0675
192802,-0.1301
192803,-0.2569
192804,-0.2387
192805,-0.1806
192806,-0.2731
192807,-0.1720
192808,-0.1960
192809,-0.1852
192810,-0.1205
192811,-0.0646
192812,-0.1659
192901,-0.4803
192902,-0.5405
192903,-0.2607
192904,-0.2955
192905,-0.2869
192906,-0.2717
192907,-0.2709
192908,-0.2073
192909,-0.2083
192910,-0.1161
192911,-0.0950
192912,-0.5077
193001,-0.3184
193002,-0.1959
193003,-0.0487
193004,-0.1910
193005,-0.1940
193006,-0.1090
193007,-0.0605
193008,-0.0830
193009,-0.1012
193010,0.0047
193011,0.1432
193012,0.0113
193101,-0.0484
193102,-0.2188
193103,-0.0038
193104,-0.1618
193105,-0.1506
193106,-0.0189
193107,-0.0165
193108,-0.0118
193109,-0.0076
193110,0.0106
193111,-0.1127
193112,-0.1058
193201,0.1563
193202,-0.1767
193203,-0.1815
193204,-0.0385
193205,-0.1690
193206,-0.1615
193207,-0.1076
193208,-0.1773
193209,-0.0736
193210,-0.0900
193211,-0.1958
193212,-0.1844
193301,-0.3074
193302,-0.3146
193303,-0.2467
193304,-0.2034
193305,-0.2098
193306,-0.1990
193307,-0.1802
193308,-0.1874
193309,-0.2200
193310,-0.1874
193311,-0.2552
193312,-0.4072
193401,-0.3128
193402,-0.0245
193403,-0.2586
193404,-0.2341
193405,-0.0458
193406,-0.0041
193407,-0.0905
193408,-0.0541
193409,-0.1223
193410,-0.0685
193411,0.0069
193412,-0.0240
193501,-0.2898
193502,0.1661
193503,-0.1480
193504,-0.2563
193505,-0.2032
193506,-0.1681
193507,-0.1125
193508,-0.0970
193509,-0.0882
193510,-0.0100
193511,-0.2657
193512,-0.1734
193601,-0.2522
193602,-0.3111
193603,-0.2076
193604,-0.1765
193605,-0.1156
193606,-0.1051
193607,-0.0110
193608,-0.0528
193609,-0.0375
193610,-0.0208
193611,-0.0246
193612,-0.0152
193701,-0.1676
193702,0.0395
193703,-0.1815
193704,-0.1248
193705,-0.0172
193706,0.0137
193707,0.0010
193708,0.0937
193709,0.1321
193710,0.1139
193711,0.0112
193712,-0.0884
193801,-0.0371
193802,-0.0539
193803,0.0317
193804,0.0440
193805,-0.0192
193806,-0.0921
193807,-0.0500
193808,-0.0131
193809,0.0317
193810,0.0741
193811,0.0054
193812,-0.2530
193901,-0.1656
193902,-0.1118
193903,-0.1877
193904,-0.1302
193905,-0.0365
193906,-0.0077
193907,0.0063
193908,0.0571
193909,0.0136
193910,-0.0400
193911,0.0490
193912,0.4099
194001,-0.1203
194002,0.0538
194003,0.0713
194004,0.1304
194005,0.0563
194006,0.1067
194007,0.1475
194008,0.0937
194009,0.1508
194010,0.1022
194011,0.1047
194012,0.2715
194101,0.1812
194102,0.2293
194103,0.1052
194104,0.2248
194105,0.2469
194106,0.1630
194107,0.2069
194108,0.1764
194109,0.0893
194110,0.3143
194111,0.2232
194112,0.2133
194201,0.2989
194202,0.0979
194203,0.1788
194204,0.1901
194205,0.1675
194206,0.2104
194207,0.0797
194208,0.0455
194209,0.1189
194210,0.1501
194211,0.1674
194212,0.1534
194301,-0.0224
194302,0.1697
194303,0.0772
194304,0.1720
194305,0.1331
194306,0.0216
194307,0.1844
194308,0.1015
194309,0.1468
194310,0.3155
194311,0.2497
194312,0.3600
194401,0.4250
194402,0.3061
194403,0.3710
194404,0.2697
194405,0.2696
194406,0.3378
194407,0.3189
194408,0.2845
194409,0.3906
194410,0.3267
194411,0.1552
194412,0.1015
194501,0.1580
194502,0.0179
194503,0.1075
194504,0.2767
194505,0.1775
194506,0.1403
194507,0.1675
194508,0.3562
194509,0.2600
194510,0.2585
194511,0.1957
194512,-0.0445
194601,0.2244
194602,0.0894
194603,0.0012
194604,0.1775
194605,-0.0291
194606,-0.0994
194607,-0.0339
194608,-0.0661
194609,-0.0141
194610,-0.0051
194611,-0.0099
194612,-0.2619
194701,-0.1813
194702,-0.0778
194703,-0.0068
194704,0.0169
194705,-0.0165
194706,0.0213
194707,-0.0128
194708,-0.0606
194709,-0.1288
194710,0.0557
194711,-0.0234
194712,-0.1453
194801,0.0509
194802,-0.0961
194803,-0.1908
194804,-0.0662
194805,0.1455
194806,-0.0144
194807,-0.0622
194808,-0.0249
194809,-0.1011
194810,-0.0646
194811,-0.0587
194812,-0.1128
194901,0.1211
194902,-0.1487
194903,-0.0736
194904,0.0069
194905,-0.0055
194906,-0.1480
194907,-0.0757
194908,-0.0210
194909,-0.0681
194910,-0.0294
194911,-0.0547
194912,-0.1834
195001,-0.2785
195002,-0.2402
195003,-0.0878
195004,-0.1713
195005,-0.0541
195006,-0.0558
195007,-0.1047
195008,-0.1395
195009,-0.1038
195010,-0.1664
195011,-0.3623
195012,-0.1811
195101,-0.2901
195102,-0.4098
195103,-0.1674
195104,-0.0867
195105,0.0575
195106,0.0378
195107,0.1109
195108,0.1144
195109,0.1336
195110,0.1086
195111,0.0257
195112,0.2150
195201,0.1530
195202,0.0910
195203,-0.0472
195204,0.0668
195205,0.0352
195206,0.0416
195207,0.0743
195208,0.0670
195209,0.0677
195210,-0.0356
195211,-0.1959
195212,-0.0066
195301,0.1031
195302,0.1531
195303,0.1550
195304,0.1873
195305,0.1442
195306,0.1243
195307,0.0670
195308,0.0817
195309,0.0643
195310,0.0727
195311,-0.0607
195312,0.0559
195401,-0.2361
195402,-0.0876
195403,-0.0912
195404,-0.1763
195405,-0.2009
195406,-0.1151
195407,-0.1222
195408,-0.0885
195409,-0.0574
195410,-0.0686
195411,0.0409
195412,-0.1841
195501,0.0891
195502,-0.1308
195503,-0.3081
195504,-0.2379
195505,-0.1268
195506,-0.0689
195507,-0.0877
195508,-0.0252
195509,-0.0907
195510,-0.1228
195511,-0.2376
195512,-0.2695
195601,-0.1763
195602,-0.2731
195603,-0.1985
195604,-0.2851
195605,-0.2272
195606,-0.1437
195607,-0.1351
195608,-0.1861
195609,-0.2515
195610,-0.1986
195611,-0.1548
195612,-0.1521
195701,-0.1182
195702,-0.1112
195703,-0.0669
195704,-0.0195
195705,0.1097
195706,0.1580
195707,0.0598
195708,0.1309
195709,0.0755
195710,0.0149
195711,0.1288
195712,0.2301
195801,0.2963
195802,0.2100
195803,0.1186
195804,0.1135
195805,0.1030
195806,0.0639
195807,0.0636
195808,0.0539
195809,0.0190
195810,0.0412
195811,0.0911
195812,0.1460
195901,0.1252
195902,0.0659
195903,0.2027
195904,0.1180
195905,0.0267
195906,0.0848
195907,0.0679
195908,0.0531
195909,0.0971
195910,-0.0133
195911,-0.0804
195912,-0.0351
196001,0.0026
196002,0.1886
196003,-0.2050
196004,-0.0959
196005,-0.0832
196006,0.0775
196007,0.0349
196008,0.0480
196009,0.0649
196010,0.0393
196011,-0.0454
196012,0.2288
196101,0.1195
196102,0.1771
196103,0.1654
196104,0.1338
196105,0.1621
196106,0.1475
196107,0.0350
196108,0.0334
196109,-0.0024
196110,-0.0341
196111,0.0163
196112,-0.0166
196201,0.1348
196202,0.1707
196203,0.1210
196204,0.0772
196205,0.0605
196206,0.0594
196207,0.0912
196208,0.0575
196209,0.0625
196210,0.0806
196211,0.0755
196212,0.0889
196301,0.0390
196302,0.2577
196303,-0.0197
196304,-0.0024
196305,0.0147
196306,0.0526
196307,0.1401
196308,0.1603
196309,0.1657
196310,0.2162
196311,0.1957
196312,0.0823
196401,0.0502
196402,-0.1045
196403,-0.1409
196404,-0.1824
196405,-0.0965
196406,-0.0918
196407,-0.1099
196408,-0.1648
196409,-0.2071
196410,-0.2648
196411,-0.2003
196412,-0.2632
196501,-0.0692
196502,-0.1961
196503,-0.0989
196504,-0.1863
196505,-0.0771
196506,-0.0420
196507,-0.0833
196508,-0.0450
196509,-0.0490
196510,0.0247
196511,-0.0896
196512,-0.0124
196601,-0.0458
196602,-0.0379
196603,-0.0023
196604,-0.0897
196605,-0.0345
196606,0.0598
196607,0.0672
196608,0.0203
196609,0.0269
196610,-0.0588
196611,-0.0461
196612,-0.1238
196701,-0.1071
196702,-0.1665
196703,0.0028
196704,0.0062
196705,0.1244
196706,-0.0311
196707,-0.0184
196708,-0.0051
196709,-0.0315
196710,0.1286
196711,-0.0214
196712,-0.0424
196801,-0.1881
196802,-0.1288
196803,0.1486
196804,-0.0715
196805,-0.0809
196806,-0.0164
196807,-0.0222
196808,-0.0156
196809,-0.0116
196810,0.0466
196811,0.0147
196812,-0.0439
196901,-0.1305
196902,-0.1058
196903,0.1198
196904,0.1927
196905,0.1743
196906,0.0754
196907,0.0915
196908,0.0959
196909,0.0844
196910,0.0708
196911,0.1899
196912,0.2466
197001,0.1211
197002,0.2354
197003,0.0322
197004,0.1303
197005,0.0418
197006,0.0294
197007,-0.0228
197008,-0.0182
197009,0.0090
197010,-0.0370
197011,0.0230
197012,-0.0951
197101,-0.0054
197102,-0.2161
197103,-0.1409
197104,-0.1311
197105,-0.0899
197106,-0.1252
197107,-0.0645
197108,-0.0686
197109,-0.0442
197110,-0.0765
197111,0.0365
197112,-0.0213
197201,-0.2422
197202,-0.1634
197203,0.0017
197204,0.0358
197205,0.0151
197206,0.0769
197207,0.0632
197208,0.0869
197209,0.0205
197210,0.0886
197211,0.0797
197212,0.2519
197301,0.2577
197302,0.3701
197303,0.3310
197304,0.2502
197305,0.2149
197306,0.1964
197307,0.1145
197308,0.0773
197309,0.0556
197310,0.0437
197311,0.0213
197312,0.0265
197401,-0.1963
197402,-0.2568
197403,-0.0515
197404,-0.0434
197405,-0.0255
197406,-0.0387
197407,0.0175
197408,0.0118
197409,-0.0434
197410,-0.0836
197411,-0.0674
197412,-0.0980
197501,0.1198
197502,0.0311
197503,0.1085
197504,0.0769
197505,0.0685
197506,0.0339
197507,0.0050
197508,-0.0667
197509,0.0174
197510,-0.1243
197511,-0.1454
197512,-0.0901
197601,-0.0182
197602,-0.1228
197603,-0.2395
197604,-0.0226
197605,-0.1224
197606,-0.0739
197607,-0.0850
197608,-0.0889
197609,-0.0418
197610,-0.1819
197611,-0.0423
197612,0.0913
197701,0.0646
197702,0.2386
197703,0.3114
197704,0.2824
197705,0.2375
197706,0.2476
197707,0.1734
197708,0.1424
197709,0.1866
197710,0.1185
197711,0.2601
197712,0.1126
197801,0.1610
197802,0.1300
197803,0.2232
197804,0.1328
197805,0.0590
197806,0.0521
197807,0.0697
197808,0.0029
197809,0.0757
197810,0.0641
197811,0.2246
197812,0.1517
197901,0.1599
197902,0.0925
197903,0.2432
197904,0.1114
197905,0.1573
197906,0.2180
197907,0.1742
197908,0.2253
197909,0.2517
197910,0.2940
197911,0.2946
197912,0.5029
198001,0.3082
198002,0.3498
198003,0.2396
198004,0.3083
198005,0.3159
198006,0.2477
198007,0.2163
198008,0.1954
198009,0.2012
198010,0.1822
198011,0.3320
198012,0.2683
198101,0.4651
198102,0.3616
198103,0.4085
198104,0.3570
198105,0.2609
198106,0.2848
198107,0.2251
198108,0.2411
198109,0.1869
198110,0.1683
198111,0.2142
198112,0.4218
198201,0.1337
198202,0.1579
198203,0.0820
198204,0.2040
198205,0.1910
198206,0.1223
198207,0.1426
198208,0.1403
198209,0.2320
198210,0.1764
198211,0.1502
198212,0.4348
198301,0.5166
198302,0.4825
198303,0.4254
198304,0.2928
198305,0.2889
198306,0.2627
198307,0.2653
198308,0.3226
198309,0.3171
198310,0.2099
198311,0.4300
198312,0.2740
198401,0.2827
198402,0.1741
198403,0.2714
198404,0.1496
198405,0.2836
198406,0.1311
198407,0.1179
198408,0.1670
198409,0.1416
198410,0.1171
198411,0.0356
198412,-0.0939
198501,0.1775
198502,0.0163
198503,0.1862
198504,0.1482
198505,0.1949
198506,0.1288
198507,0.0766
198508,0.1274
198509,0.0998
198510,0.1285
198511,0.1162
198512,0.1961
198601,0.3233
198602,0.2774
198603,0.2944
198604,0.2592
198605,0.2489
198606,0.2527
198607,0.1657
198608,0.1675
198609,0.1686
198610,0.2043
198611,0.1521
198612,0.2151
198701,0.3102
198702,0.5004
198703,0.2530
198704,0.2984
198705,0.3329
198706,0.2991
198707,0.4162
198708,0.3813
198709,0.4304
198710,0.3323
198711,0.3286
198712,0.5296
198801,0.5471
198802,0.3896
198803,0.4832
198804,0.4416
198805,0.3799
198806,0.3859
198807,0.3408
198808,0.3182
198809,0.3196
198810,0.2983
198811,0.2272
198812,0.3600
198901,0.2137
198902,0.3041
198903,0.3339
198904,0.2870
198905,0.2759
198906,0.2728
198907,0.2995
198908,0.2997
198909,0.3008
198910,0.3010
198911,0.2510
198912,0.3985
199001,0.3598
199002,0.4051
199003,0.7314
199004,0.4898
199005,0.4269
199006,0.4106
199007,0.3429
199008,0.3462
199009,0.3135
199010,0.4261
199011,0.4761
199012,0.4444
199101,0.4487
199102,0.4641
199103,0.3636
199104,0.5135
199105,0.4080
199106,0.4782
199107,0.4422
199108,0.3837
199109,0.3831
199110,0.3241
199111,0.3132
199112,0.3015
199201,0.4696
199202,0.4454
199203,0.4286
199204,0.2887
199205,0.3233
199206,0.2777
199207,0.1309
199208,0.1355
199209,0.0554
199210,0.1107
199211,0.0906
199212,0.2794
199301,0.3808
199302,0.3919
199303,0.4157
199304,0.3112
199305,0.3407
199306,0.2889
199307,0.2289
199308,0.2080
199309,0.1658
199310,0.2390
199311,0.0872
199312,0.3141
199401,0.2858
199402,0.0747
199403,0.3518
199404,0.3539
199405,0.3778
199406,0.3842
199407,0.3110
199408,0.3071
199409,0.3260
199410,0.4230
199411,0.4495
199412,0.3985
199501,0.5449
199502,0.6865
199503,0.4603
199504,0.4065
199505,0.3515
199506,0.4616
199507,0.4273
199508,0.5008
199509,0.3835
199510,0.4334
199511,0.4497
199512,0.3427
199601,0.2601
199602,0.4513
199603,0.3182
199604,0.2678
199605,0.3838
199606,0.3520
199607,0.3188
199608,0.3145
199609,0.2624
199610,0.2233
199611,0.2764
199612,0.3847
199701,0.3698
199702,0.4242
199703,0.4589
199704,0.4498
199705,0.4179
199706,0.5251
199707,0.5038
199708,0.5413
199709,0.6164
199710,0.6424
199711,0.5814
199712,0.6235
199801,0.5998
199802,0.8611
199803,0.6357
199804,0.7302
199805,0.6637
199806,0.6606
199807,0.7305
199808,0.6777
199809,0.5217
199810,0.4921
199811,0.4078
199812,0.5776
199901,0.4965
199902,0.6682
199903,0.3671
199904,0.4542
199905,0.4048
199906,0.4170
199907,0.3997
199908,0.3654
199909,0.3951
199910,0.3735
199911,0.3652
199912,0.5739
200001,0.3414
200002,0.5387
200003,0.5512
200004,0.6264
200005,0.4613
200006,0.4043
200007,0.3888
200008,0.4526
200009,0.4360
200010,0.2986
200011,0.2526
200012,0.3170
200101,0.4681
200102,0.3892
200103,0.6229
200104,0.5605
200105,0.5930
200106,0.5305
200107,0.5517
200108,0.5971
200109,0.4982
200110,0.4946
200111,0.6820
200112,0.5050
200201,0.6944
200202,0.7782
200203,0.7831
200204,0.5667
200205,0.5592
200206,0.5813
200207,0.6170
200208,0.5313
200209,0.5610
200210,0.4731
200211,0.5860
200212,0.4305
200301,0.6850
200302,0.5570
200303,0.5642
200304,0.5547
200305,0.5912
200306,0.5348
200307,0.5373
200308,0.6149
200309,0.6355
200310,0.7216
200311,0.5732
200312,0.7312
200401,0.5935
200402,0.7190
200403,0.6924
200404,0.5899
200405,0.4419
200406,0.4655
200407,0.4724
200408,0.5100
200409,0.5283
200410,0.6137
200411,0.7562
200412,0.5034
200501,0.6153
200502,0.5079
200503,0.6863
200504,0.7266
200505,0.6514
200506,0.6678
200507,0.6500
200508,0.6191
200509,0.6814
200510,0.6867
200511,0.7226
200512,0.6177
200601,0.4545
200602,0.6168
200603,0.5904
200604,0.5128
200605,0.5433
200606,0.6351
200607,0.6170
200608,0.6182
200609,0.6270
200610,0.6729
200611,0.6391
200612,0.7651
200701,0.8787
200702,0.6575
200703,0.6629
200704,0.7285
200705,0.6060
200706,0.5339
200707,0.5253
200708,0.5471
200709,0.5734
200710,0.5612
200711,0.5138
200712,0.4830
200801,0.2693
200802,0.3699
200803,0.7589
200804,0.4769
200805,0.4958
200806,0.5253
200807,0.5736
200808,0.5546
200809,0.5259
200810,0.6622
200811,0.6639
200812,0.5593
200901,0.5878
200902,0.5609
200903,0.5738
200904,0.6472
200905,0.5820
200906,0.6690
200907,0.6380
200908,0.6934
200909,0.7020
200910,0.6359
200911,0.6653
200912,0.6115
201001,0.6925
201002,0.7033
201003,0.8405
201004,0.8235
201005,0.7527
201006,0.7298
201007,0.7227
201008,0.6525
201009,0.5659
201010,0.6207
201011,0.7631
201012,0.4808
201101,0.4629
201102,0.4899
201103,0.5846
201104,0.6473
201105,0.5698
201106,0.6411
201107,0.6216
201108,0.6084
201109,0.5939
201110,0.6285
201111,0.4782
201112,0.5420
201201,0.4173
201202,0.4149
201203,0.5147
201204,0.7269
201205,0.7173
201206,0.6966
201207,0.6828
201208,0.6637
201209,0.7199
201210,0.6942
201211,0.7021
201212,0.4608
201301,0.5831
201302,0.6311
201303,0.6096
201304,0.5555
201305,0.7107
201306,0.6799
201307,0.6623
201308,0.6567
201309,0.6790
201310,0.6722
201311,0.8213
201312,0.6910
201401,0.6864
201402,0.4731
201403,0.7645
201404,0.7946
201405,0.7877
201406,0.7557
201407,0.6892
201408,0.7903
201409,0.7788
201410,0.7770
201411,0.6831
201412,0.8199
201501,0.8087
201502,0.8772
201503,0.8903
201504,0.7688
201505,0.8533
201506,0.8759
201507,0.7999
201508,0.8671
