Global Land and Ocean Temperature Anomalies
Units: Degrees Celsius
Base Period: 1901-2000
Year,Value
196508,-0.0432
196509,-0.0470
196510,0.0263
196511,-0.0877
196512,-0.0102
196601,-0.0435
196602,-0.0356
196603,-0.0001
196604,-0.0883
196605,-0.0335
196606,0.0604
196607,0.0680
196608,0.0208
196609,0.0283
196610,-0.0562
196611,-0.0441
196612,-0.1211
196701,-0.1048
196702,-0.1634
196703,0.0056
196704,0.0080
196705,0.1267
196706,-0.0279
196707,-0.0171
196708,-0.0033
196709,-0.0293
196710,0.1306
196711,-0.0195
196712,-0.0397
196801,-0.1856
196802,-0.1238
196803,0.1521
196804,-0.0687
196805,-0.0778
196806,-0.0145
196807,-0.0195
196808,-0.0134
196809,-0.0100
196810,0.0481
196811,0.0164
196812,-0.0417
196901,-0.1285
196902,-0.1028
196903,0.1230
196904,0.1944
196905,0.1765
196906,0.0772
196907,0.0927
196908,0.0962
196909,0.0853
196910,0.0714
196911,0.1907
196912,0.2478
197001,0.1221
197002,0.2364
197003,0.0340
197004,0.1325
197005,0.0435
197006,0.0304
197007,-0.0224
197008,-0.0190
197009,0.0080
197010,-0.0365
197011,0.0237
197012,-0.0936
197101,-0.0040
197102,-0.2133
197103,-0.1395
197104,-0.1287
197105,-0.0885
197106,-0.1238
197107,-0.0631
197108,-0.0686
197109,-0.0430
197110,-0.0755
197111,0.0382
197112,-0.0206
197201,-0.2413
197202,-0.1596
197203,0.0038
197204,0.0375
197205,0.0165
197206,0.0789
197207,0.0652
197208,0.0879
197209,0.0235
197210,0.0902
197211,0.0797
197212,0.2542
197301,0.2602
197302,0.3743
197303,0.3335
197304,0.2532
197305,0.2173
197306,0.1985
197307,0.1165
197308,0.0777
197309,0.0564
197310,0.0455
197311,0.0233
197312,0.0284
197401,-0.1932
197402,-0.2525
197403,-0.0473
197404,-0.0393
197405,-0.0220
197406,-0.0359
197407,0.0200
197408,0.0135
197409,-0.0405
197410,-0.0802
197411,-0.0661
197412,-0.0946
197501,0.1224
197502,0.0352
197503,0.1129
197504,0.0811
197505,0.0722
197506,0.0366
197507,0.0080
197508,-0.0651
197509,0.0209
197510,-0.1215
197511,-0.1433
197512,-0.0873
197601,-0.0158
197602,-0.1197
197603,-0.2358
197604,-0.0199
197605,-0.1197
197606,-0.0720
197607,-0.0833
197608,-0.0876
197609,-0.0408
197610,-0.1802
197611,-0.0406
197612,0.0925
197701,0.0668
197702,0.2403
197703,0.3139
197704,0.2845
197705,0.2411
197706,0.2490
197707,0.1755
197708,0.1426
197709,0.1867
197710,0.1192
197711,0.2610
197712,0.1142
197801,0.1632
197802,0.1332
197803,0.2261
197804,0.1351
197805,0.0615
197806,0.0533
197807,0.0704
197808,0.0041
197809,0.0749
197810,0.0654
197811,0.2261
197812,0.1529
197901,0.1626
197902,0.0954
197903,0.2460
197904,0.1132
197905,0.1585
197906,0.2189
197907,0.1749
197908,0.2274
197909,0.2526
197910,0.2963
197911,0.2952
197912,0.5049
198001,0.3100
198002,0.3526
198003,0.2416
198004,0.3105
198005,0.3176
198006,0.2495
198007,0.2173
198008,0.1964
198009,0.2010
198010,0.1833
198011,0.3327
198012,0.2688
198101,0.4673
198102,0.3642
198103,0.4123
198104,0.3600
198105,0.2645
198106,0.2874
198107,0.2287
198108,0.2449
198109,0.1883
198110,0.1712
198111,0.2158
198112,0.4238
198201,0.1361
198202,0.1607
198203,0.0868
198204,0.2081
198205,0.1954
198206,0.1259
198207,0.1452
198208,0.1420
198209,0.2351
198210,0.1791
198211,0.1513
198212,0.4375
198301,0.5192
198302,0.4852
198303,0.4283
198304,0.2949
198305,0.2907
198306,0.2654
198307,0.2665
198308,0.3235
198309,0.3187
198310,0.2125
198311,0.4329
198312,0.2766
198401,0.2865
198402,0.1778
198403,0.2753
198404,0.1524
198405,0.2864
198406,0.1320
198407,0.1203
198408,0.1691
198409,0.1449
198410,0.1204
198411,0.0381
198412,-0.0909
198501,0.1805
198502,0.0197
198503,0.1900
198504,0.1509
198505,0.1974
198506,0.1307
198507,0.0786
198508,0.1292
198509,0.1021
198510,0.1314
198511,0.1189
198512,0.1995
198601,0.3258
198602,0.2808
198603,0.2993
198604,0.2627
198605,0.2520
198606,0.2543
198607,0.1689
198608,0.1691
198609,0.1724
198610,0.2077
198611,0.1560
198612,0.2206
198701,0.3136
198702,0.5043
198703,0.2563
198704,0.3032
198705,0.3349
198706,0.3029
198707,0.4194
198708,0.3832
198709,0.4331
198710,0.3366
198711,0.3325
198712,0.5318
198801,0.5498
198802,0.3910
198803,0.4867
198804,0.4447
198805,0.3818
198806,0.3880
198807,0.3435
198808,0.3208
198809,0.3218
198810,0.3018
198811,0.2301
198812,0.3642
198901,0.2162
198902,0.3078
198903,0.3380
198904,0.2904
198905,0.2778
198906,0.2739
198907,0.3026
198908,0.3029
198909,0.3041
198910,0.3060
198911,0.2556
198912,0.4025
199001,0.3645
199002,0.4093
199003,0.7362
199004,0.4938
199005,0.4300
199006,0.4140
199007,0.3468
199008,0.3492
199009,0.3159
199010,0.4296
199011,0.4809
199012,0.4494
199101,0.4552
199102,0.4710
199103,0.3695
199104,0.5190
199105,0.4141
199106,0.4828
199107,0.4475
199108,0.3891
199109,0.3874
199110,0.3312
199111,0.3206
199112,0.3072
199201,0.4728
199202,0.4514
199203,0.4348
199204,0.2945
199205,0.3291
199206,0.2833
199207,0.1358
199208,0.1400
199209,0.0606
199210,0.1162
199211,0.0957
199212,0.2853
199301,0.3853
199302,0.3972
199303,0.4214
199304,0.3166
199305,0.3445
199306,0.2927
199307,0.2331
199308,0.2115
199309,0.1697
199310,0.2427
199311,0.0947
199312,0.3184
199401,0.2926
199402,0.0811
199403,0.3569
199404,0.3613
199405,0.3835
199406,0.3861
199407,0.3154
199408,0.3116
199409,0.3292
199410,0.4269
199411,0.4549
199412,0.4050
199501,0.5522
199502,0.6920
199503,0.4642
199504,0.4111
199505,0.3575
199506,0.4656
199507,0.4313
199508,0.5069
199509,0.3870
199510,0.4386
199511,0.4571
199512,0.3481
199601,0.2640
199602,0.4576
199603,0.3238
199604,0.2736
199605,0.3880
199606,0.3541
199607,0.3222
199608,0.3195
199609,0.2687
199610,0.2278
199611,0.2814
199612,0.3895
199701,0.3762
199702,0.4291
199703,0.4639
199704,0.4560
199705,0.4233
199706,0.5298
199707,0.5090
199708,0.5481
199709,0.6251
199710,0.6480
199711,0.5860
199712,0.6280
199801,0.6050
199802,0.8642
199803,0.6404
199804,0.7343
199805,0.6668
199806,0.6640
199807,0.7342
199808,0.6810
199809,0.5249
199810,0.4954
199811,0.4111
199812,0.5808
199901,0.4985
199902,0.6709
199903,0.3700
199904,0.4559
199905,0.4077
199906,0.4193
199907,0.4025
199908,0.3684
199909,0.3981
199910,0.3759
199911,0.3681
199912,0.5770
200001,0.3441
200002,0.5421
200003,0.5530
200004,0.6305
200005,0.4628
200006,0.4073
200007,0.3892
200008,0.4547
200009,0.4378
200010,0.3040
200011,0.2579
200012,0.3220
200101,0.4729
200102,0.3936
200103,0.6288
200104,0.5630
200105,0.5980
200106,0.5351
200107,0.5549
200108,0.6014
200109,0.5025
200110,0.4996
200111,0.6864
200112,0.5100
200201,0.7016
200202,0.7836
200203,0.7870
200204,0.5690
200205,0.5603
200206,0.5874
200207,0.6224
200208,0.5375
200209,0.5658
200210,0.4803
200211,0.5910
200212,0.4353
200301,0.6912
200302,0.5620
200303,0.5697
200304,0.5600
200305,0.5952
200306,0.5407
200307,0.5433
200308,0.6214
200309,0.6426
200310,0.7304
200311,0.5797
200312,0.7381
200401,0.5974
200402,0.7240
200403,0.7004
200404,0.5972
200405,0.4506
200406,0.4730
200407,0.4828
200408,0.5181
200409,0.5329
200410,0.6188
200411,0.7614
200412,0.5108
200501,0.6244
200502,0.5157
200503,0.6899
200504,0.7299
200505,0.6578
200506,0.6723
200507,0.6564
200508,0.6250
200509,0.6877
200510,0.6927
200511,0.7272
200512,0.6208
200601,0.4630
200602,0.6215
200603,0.5955
200604,0.5187
200605,0.5497
200606,0.6407
200607,0.6225
200608,0.6270
200609,0.6339
200610,0.6792
200611,0.6451
200612,0.7698
200701,0.8857
200702,0.6657
200703,0.6705
200704,0.7339
200705,0.6088
200706,0.5387
200707,0.5296
200708,0.5504
200709,0.5787
200710,0.5679
200711,0.5174
200712,0.4888
200801,0.2755
200802,0.3769
200803,0.7644
200804,0.4815
200805,0.5008
200806,0.5305
200807,0.5760
200808,0.5590
200809,0.5306
200810,0.6680
200811,0.6704
200812,0.5644
200901,0.5943
200902,0.5604
200903,0.5779
200904,0.6532
200905,0.5887
200906,0.6733
200907,0.6384
200908,0.6996
200909,0.7081
200910,0.6423
200911,0.6713
200912,0.6168
201001,0.6984
201002,0.7088
201003,0.8451
201004,0.8290
201005,0.7575
201006,0.7320
201007,0.7255
201008,0.6576
201009,0.5727
201010,0.6274
201011,0.7704
201012,0.4853
201101,0.4665
201102,0.4937
201103,0.5881
201104,0.6504
201105,0.5736
201106,0.6410
201107,0.6235
201108,0.6110
201109,0.5980
201110,0.6351
201111,0.4830
201112,0.5468
201201,0.4200
201202,0.4195
201203,0.5181
201204,0.7295
201205,0.7202
201206,0.7001
201207,0.6853
201208,0.6672
201209,0.7262
201210,0.7016
201211,0.7080
201212,0.4670
201301,0.5869
201302,0.6378
201303,0.6141
201304,0.5624
201305,0.7150
201306,0.6833
201307,0.6674
201308,0.6607
201309,0.6860
201310,0.6815
201311,0.8292
201312,0.7000
201401,0.6951
201402,0.4782
201403,0.7709
201404,0.7986
201405,0.7951
201406,0.7605
201407,0.6937
201408,0.7966
201409,0.7877
201410,0.7845
201411,0.6896
201412,0.8319
201501,0.8143
201502,0.8836
