#title = mean sea level anomaly global ocean (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.94 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2
2014.8950,,,40.98000
2014.9222,,,42.43000
2014.9493,,,49.34000
2014.9776,,,45.69000
2015.0036,,,42.88000
2015.0308,,,45.98000
2015.0579,,,45.80000
2015.0850,,,49.41000
2015.1122,,,48.11000
2015.1394,,,49.07000
2015.1664,,,49.61000
2015.1936,,,48.04000
2015.2207,,,48.30000
2015.2479,,,50.10000
2015.2750,,,49.55000
2015.3023,,,49.38000
2015.3293,,,49.77000
2015.3565,,,47.21000
2015.3837,,,46.98000
2015.4108,,,48.96000
2015.4380,,,48.62000
2015.4650,,,50.71000
2015.4923,,,51.72000
2015.5194,,,50.53000
2015.5465,,,51.56000
2015.5736,,,51.30000
2015.6009,,,52.60000
2015.6280,,,50.11000
2015.6551,,,53.49000
2015.6823,,,55.11000
2015.7094,,,53.54000
2015.7366,,,53.55000
2015.7637,,,55.30000
2015.7909,,,55.22000
2015.8181,,,56.36000
2015.8452,,,54.69000
2015.8723,,,52.12000
2015.8995,,,54.80000
2015.9267,,,54.89000
2015.9538,,,52.62000
2015.9810,,,52.43000
2016.0080,,,50.66000
2016.0353,,,53.45000
2016.0624,,,57.96000
2016.0896,,,53.86000
2016.1167,,,55.32000
2016.1438,,,56.06000
2016.1710,,,56.49000
2016.1981,,,54.21000
2016.2252,,,57.75000
2016.2513,,,55.23000
2016.2795,,,54.69000
2016.3067,,,54.51000
2016.3338,,,53.19000
2016.3610,,,53.93000
2016.3881,,,52.69000
2016.4153,,,54.35000
2016.4424,,,55.98000
2016.4696,,,58.54000
2016.4967,,,55.82000
2016.5238,,,55.20000
2016.5511,,,54.49000
2016.5782,,,54.21000
2016.6053,,,54.09000
2016.6324,,,51.99000
2016.6596,,,57.17000
2016.6868,,,58.90000
2016.7032,,,55.39000
