Global Ocean Temperature Anomalies
Units: Degrees Celsius
Base Period: 1901-2000
Year,Value
201402,0.5240
201403,0.5475
201404,0.5980
201405,0.6478
201406,0.6798
201407,0.6804
201408,0.7336
201409,0.7459
201410,0.6980
201411,0.6421
201412,0.6283
201501,0.6083
201502,0.5905
201503,0.6277
201504,0.6594
201505,0.7173
201506,0.7433
201507,0.7523
201508,0.7905
201509,0.8329
201510,0.8633
201511,0.8434
201512,0.8383
201601,0.8573
201602,0.8020
201603,0.8115
201604,0.7832
201605,0.7616
201606,0.7776
201607,0.7827
201608,0.7630
201609,0.7442
201610,0.7177
201611,0.6490
201612,0.6082
