# Source: https://openaq.org/#/countries/IN?_k=lp8nnq
# EPA AirNow DOS
# http://airnow.gov/index.cfm?action=airnow.global_summary
location,parameter,utc,year,month,day,hour,value,unit,duration,qcname
US Diplomatic Post: New Delhi,pm25,1/1/2016 18:30:00,2016,1,1,18,374,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/1/2016 19:30:00,2016,1,1,19,384,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/1/2016 20:30:00,2016,1,1,20,387,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/2/2016 21:30:00,2016,1,2,21,404,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/2/2016 22:30:00,2016,1,2,22,390,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/2/2016 23:30:00,2016,1,2,23,351,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/3/2016 18:30:00,2016,1,3,18,374,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/3/2016 19:30:00,2016,1,3,19,384,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/3/2016 20:30:00,2016,1,3,20,387,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/3/2016 21:30:00,2016,1,3,21,404,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/3/2016 22:30:00,2016,1,3,22,390,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/3/2016 23:30:00,2016,1,3,23,351,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 0:30:00,2016,1,4,0,361,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 1:30:00,2016,1,4,1,362,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 2:30:00,2016,1,4,2,377,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 3:30:00,2016,1,4,3,439,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 4:30:00,2016,1,4,4,542,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 5:30:00,2016,1,4,5,463,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 6:30:00,2016,1,4,6,352,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 7:30:00,2016,1,4,7,409,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 8:30:00,2016,1,4,8,384,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 9:30:00,2016,1,4,9,367,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 10:30:00,2016,1,4,10,370,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 11:30:00,2016,1,4,11,358,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 12:30:00,2016,1,4,12,372,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 13:30:00,2016,1,4,13,421,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 14:30:00,2016,1,4,14,453,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 15:30:00,2016,1,4,15,462,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 16:30:00,2016,1,4,16,488,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 17:30:00,2016,1,4,17,492,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 18:30:00,2016,1,4,18,480,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 19:30:00,2016,1,4,19,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 20:30:00,2016,1,4,20,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 21:30:00,2016,1,4,21,415,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 22:30:00,2016,1,4,22,416,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/4/2016 23:30:00,2016,1,4,23,408,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 0:30:00,2016,1,5,0,390,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 1:30:00,2016,1,5,1,388,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 2:30:00,2016,1,5,2,424,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 3:30:00,2016,1,5,3,437,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 4:30:00,2016,1,5,4,457,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 5:30:00,2016,1,5,5,435,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 6:30:00,2016,1,5,6,322,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 7:30:00,2016,1,5,7,221,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 8:30:00,2016,1,5,8,143,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 9:30:00,2016,1,5,9,199,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 10:30:00,2016,1,5,10,209,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 11:30:00,2016,1,5,11,258,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 12:30:00,2016,1,5,12,278,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 13:30:00,2016,1,5,13,299,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 14:30:00,2016,1,5,14,333,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 15:30:00,2016,1,5,15,373,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 16:30:00,2016,1,5,16,361,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 17:30:00,2016,1,5,17,343,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 18:30:00,2016,1,5,18,367,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 19:30:00,2016,1,5,19,407,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 20:30:00,2016,1,5,20,430,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 21:30:00,2016,1,5,21,491,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 22:30:00,2016,1,5,22,509,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/5/2016 23:30:00,2016,1,5,23,529,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 0:30:00,2016,1,6,0,534,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 1:30:00,2016,1,6,1,520,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 2:30:00,2016,1,6,2,507,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 3:30:00,2016,1,6,3,511,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 4:30:00,2016,1,6,4,593,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 5:30:00,2016,1,6,5,363,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 6:30:00,2016,1,6,6,279,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 7:30:00,2016,1,6,7,228,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 8:30:00,2016,1,6,8,194,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 9:30:00,2016,1,6,9,188,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 10:30:00,2016,1,6,10,166,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 11:30:00,2016,1,6,11,196,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 12:30:00,2016,1,6,12,211,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 13:30:00,2016,1,6,13,259,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 14:30:00,2016,1,6,14,286,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 15:30:00,2016,1,6,15,327,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 16:30:00,2016,1,6,16,360,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 17:30:00,2016,1,6,17,363,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 18:30:00,2016,1,6,18,366,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 19:30:00,2016,1,6,19,364,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 20:30:00,2016,1,6,20,369,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 21:30:00,2016,1,6,21,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 22:30:00,2016,1,6,22,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/6/2016 23:30:00,2016,1,6,23,406,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 0:30:00,2016,1,7,0,431,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 1:30:00,2016,1,7,1,475,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 2:30:00,2016,1,7,2,524,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 3:30:00,2016,1,7,3,552,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 4:30:00,2016,1,7,4,608,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 5:30:00,2016,1,7,5,584,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 6:30:00,2016,1,7,6,437,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 7:30:00,2016,1,7,7,349,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 8:30:00,2016,1,7,8,374,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 9:30:00,2016,1,7,9,448,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 10:30:00,2016,1,7,10,558,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 11:30:00,2016,1,7,11,409,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 12:30:00,2016,1,7,12,432,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 13:30:00,2016,1,7,13,434,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 14:30:00,2016,1,7,14,450,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 15:30:00,2016,1,7,15,501,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 16:30:00,2016,1,7,16,566,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 17:30:00,2016,1,7,17,577,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 18:30:00,2016,1,7,18,566,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 19:30:00,2016,1,7,19,589,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 20:30:00,2016,1,7,20,613,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 21:30:00,2016,1,7,21,594,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 22:30:00,2016,1,7,22,570,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/7/2016 23:30:00,2016,1,7,23,568,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 0:30:00,2016,1,8,0,526,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 1:30:00,2016,1,8,1,461,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 2:30:00,2016,1,8,2,355,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 3:30:00,2016,1,8,3,380,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 4:30:00,2016,1,8,4,342,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 5:30:00,2016,1,8,5,340,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 6:30:00,2016,1,8,6,410,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 7:30:00,2016,1,8,7,505,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 8:30:00,2016,1,8,8,332,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 9:30:00,2016,1,8,9,362,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 10:30:00,2016,1,8,10,197,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 11:30:00,2016,1,8,11,232,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 12:30:00,2016,1,8,12,215,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 13:30:00,2016,1,8,13,203,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 14:30:00,2016,1,8,14,234,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 15:30:00,2016,1,8,15,385,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 16:30:00,2016,1,8,16,367,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 17:30:00,2016,1,8,17,327,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 18:30:00,2016,1,8,18,310,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 19:30:00,2016,1,8,19,306,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 20:30:00,2016,1,8,20,277,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 21:30:00,2016,1,8,21,271,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 22:30:00,2016,1,8,22,262,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/8/2016 23:30:00,2016,1,8,23,214,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 0:30:00,2016,1,9,0,230,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 1:30:00,2016,1,9,1,313,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 2:30:00,2016,1,9,2,369,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 3:30:00,2016,1,9,3,353,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 4:30:00,2016,1,9,4,309,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 5:30:00,2016,1,9,5,212,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 6:30:00,2016,1,9,6,152,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 7:30:00,2016,1,9,7,120,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 8:30:00,2016,1,9,8,92,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 9:30:00,2016,1,9,9,62,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 10:30:00,2016,1,9,10,58,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 11:30:00,2016,1,9,11,58,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 12:30:00,2016,1,9,12,80,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 13:30:00,2016,1,9,13,107,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 14:30:00,2016,1,9,14,129,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 15:30:00,2016,1,9,15,170,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 16:30:00,2016,1,9,16,222,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 17:30:00,2016,1,9,17,241,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 18:30:00,2016,1,9,18,218,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 19:30:00,2016,1,9,19,317,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 20:30:00,2016,1,9,20,431,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 21:30:00,2016,1,9,21,306,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 22:30:00,2016,1,9,22,244,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/9/2016 23:30:00,2016,1,9,23,149,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 0:30:00,2016,1,10,0,136,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 1:30:00,2016,1,10,1,145,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 2:30:00,2016,1,10,2,171,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 3:30:00,2016,1,10,3,170,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 4:30:00,2016,1,10,4,125,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 5:30:00,2016,1,10,5,99,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 6:30:00,2016,1,10,6,82,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 7:30:00,2016,1,10,7,75,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 8:30:00,2016,1,10,8,64,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 9:30:00,2016,1,10,9,65,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 10:30:00,2016,1,10,10,65,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 11:30:00,2016,1,10,11,93,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 12:30:00,2016,1,10,12,99,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 13:30:00,2016,1,10,13,129,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 14:30:00,2016,1,10,14,184,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 15:30:00,2016,1,10,15,269,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 16:30:00,2016,1,10,16,262,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 17:30:00,2016,1,10,17,232,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 18:30:00,2016,1,10,18,238,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 19:30:00,2016,1,10,19,220,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 20:30:00,2016,1,10,20,233,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 21:30:00,2016,1,10,21,270,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 22:30:00,2016,1,10,22,290,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/10/2016 23:30:00,2016,1,10,23,279,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 0:30:00,2016,1,11,0,258,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 1:30:00,2016,1,11,1,273,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 2:30:00,2016,1,11,2,334,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 3:30:00,2016,1,11,3,500,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 4:30:00,2016,1,11,4,313,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 5:30:00,2016,1,11,5,230,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 6:30:00,2016,1,11,6,150,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 7:30:00,2016,1,11,7,104,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 8:30:00,2016,1,11,8,73,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 9:30:00,2016,1,11,9,78,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 10:30:00,2016,1,11,10,69,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 11:30:00,2016,1,11,11,67,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 12:30:00,2016,1,11,12,72,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 13:30:00,2016,1,11,13,104,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 14:30:00,2016,1,11,14,133,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 15:30:00,2016,1,11,15,238,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 16:30:00,2016,1,11,16,231,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 17:30:00,2016,1,11,17,242,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 18:30:00,2016,1,11,18,232,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 19:30:00,2016,1,11,19,222,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 20:30:00,2016,1,11,20,240,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 21:30:00,2016,1,11,21,248,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 22:30:00,2016,1,11,22,271,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/11/2016 23:30:00,2016,1,11,23,310,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 0:30:00,2016,1,12,0,332,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 1:30:00,2016,1,12,1,318,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 2:30:00,2016,1,12,2,319,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 3:30:00,2016,1,12,3,316,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 4:30:00,2016,1,12,4,281,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 5:30:00,2016,1,12,5,177,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 6:30:00,2016,1,12,6,117,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 7:30:00,2016,1,12,7,102,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 8:30:00,2016,1,12,8,91,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 9:30:00,2016,1,12,9,86,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 10:30:00,2016,1,12,10,74,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 11:30:00,2016,1,12,11,86,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 12:30:00,2016,1,12,12,73,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 13:30:00,2016,1,12,13,87,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 14:30:00,2016,1,12,14,112,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 15:30:00,2016,1,12,15,174,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 16:30:00,2016,1,12,16,176,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 17:30:00,2016,1,12,17,192,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 18:30:00,2016,1,12,18,209,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 19:30:00,2016,1,12,19,227,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 20:30:00,2016,1,12,20,233,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 21:30:00,2016,1,12,21,235,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 22:30:00,2016,1,12,22,249,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/12/2016 23:30:00,2016,1,12,23,284,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 0:30:00,2016,1,13,0,290,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 1:30:00,2016,1,13,1,300,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 2:30:00,2016,1,13,2,295,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 3:30:00,2016,1,13,3,294,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 4:30:00,2016,1,13,4,263,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 5:30:00,2016,1,13,5,253,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 6:30:00,2016,1,13,6,251,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 7:30:00,2016,1,13,7,223,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 8:30:00,2016,1,13,8,231,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 9:30:00,2016,1,13,9,235,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 10:30:00,2016,1,13,10,353,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 11:30:00,2016,1,13,11,414,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 12:30:00,2016,1,13,12,421,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 13:30:00,2016,1,13,13,481,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 14:30:00,2016,1,13,14,471,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 15:30:00,2016,1,13,15,459,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 16:30:00,2016,1,13,16,477,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 17:30:00,2016,1,13,17,408,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 18:30:00,2016,1,13,18,288,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 19:30:00,2016,1,13,19,247,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 20:30:00,2016,1,13,20,216,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 21:30:00,2016,1,13,21,227,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 22:30:00,2016,1,13,22,221,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/13/2016 23:30:00,2016,1,13,23,217,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 0:30:00,2016,1,14,0,241,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 1:30:00,2016,1,14,1,231,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 2:30:00,2016,1,14,2,201,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 3:30:00,2016,1,14,3,211,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 4:30:00,2016,1,14,4,222,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 5:30:00,2016,1,14,5,230,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 6:30:00,2016,1,14,6,245,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 7:30:00,2016,1,14,7,245,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 8:30:00,2016,1,14,8,291,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 9:30:00,2016,1,14,9,285,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 10:30:00,2016,1,14,10,271,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 11:30:00,2016,1,14,11,259,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 12:30:00,2016,1,14,12,236,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 13:30:00,2016,1,14,13,254,µg/m³,,
US Diplomatic Post: New Delhi,pm25,1/14/2016 14:30:00,2016,1,14,14,264,µg/m³,,
