# Source: https://openaq.org/#/countries/IN?_k=lp8nnq
# EPA AirNow DOS
# http://airnow.gov/index.cfm?action=airnow.global_summary
location,parameter,utc,year,month,day,hour,value,unit,duration,qcname
US Diplomatic Post: New Delhi,pm25,7/26/2016 10:30:00,2016,7,26,10,34,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 11:30:00,2016,7,26,11,13,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 12:30:00,2016,7,26,12,34,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 13:30:00,2016,7,26,13,33,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 14:30:00,2016,7,26,14,21,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 15:30:00,2016,7,26,15,22,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 16:30:00,2016,7,26,16,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 17:30:00,2016,7,26,17,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 18:30:00,2016,7,26,18,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 19:30:00,2016,7,26,19,23,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 20:30:00,2016,7,26,20,31,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 21:30:00,2016,7,26,21,39,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 22:30:00,2016,7,26,22,38,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/26/2016 23:30:00,2016,7,26,23,33,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 0:30:00,2016,7,27,0,38,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 1:30:00,2016,7,27,1,39,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 2:30:00,2016,7,27,2,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 3:30:00,2016,7,27,3,33,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 4:30:00,2016,7,27,4,45,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 5:30:00,2016,7,27,5,50,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 6:30:00,2016,7,27,6,43,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 7:30:00,2016,7,27,7,45,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 8:30:00,2016,7,27,8,45,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 9:30:00,2016,7,27,9,21,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 10:30:00,2016,7,27,10,23,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 11:30:00,2016,7,27,11,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 12:30:00,2016,7,27,12,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 13:30:00,2016,7,27,13,49,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 14:30:00,2016,7,27,14,59,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 15:30:00,2016,7,27,15,60,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 16:30:00,2016,7,27,16,66,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 17:30:00,2016,7,27,17,77,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 18:30:00,2016,7,27,18,61,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 19:30:00,2016,7,27,19,51,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 20:30:00,2016,7,27,20,46,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 21:30:00,2016,7,27,21,39,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 22:30:00,2016,7,27,22,40,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/27/2016 23:30:00,2016,7,27,23,32,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 0:30:00,2016,7,28,0,30,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 1:30:00,2016,7,28,1,34,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 2:30:00,2016,7,28,2,38,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 3:30:00,2016,7,28,3,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 4:30:00,2016,7,28,4,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 5:30:00,2016,7,28,5,21,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 6:30:00,2016,7,28,6,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 7:30:00,2016,7,28,7,28,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 8:30:00,2016,7,28,8,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 9:30:00,2016,7,28,9,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 10:30:00,2016,7,28,10,21,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 11:30:00,2016,7,28,11,40,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 12:30:00,2016,7,28,12,26,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 13:30:00,2016,7,28,13,26,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 14:30:00,2016,7,28,14,24,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 15:30:00,2016,7,28,15,31,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 16:30:00,2016,7,28,16,48,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 17:30:00,2016,7,28,17,51,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 18:30:00,2016,7,28,18,39,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 19:30:00,2016,7,28,19,49,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 20:30:00,2016,7,28,20,52,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 21:30:00,2016,7,28,21,44,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 22:30:00,2016,7,28,22,38,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/28/2016 23:30:00,2016,7,28,23,49,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 0:30:00,2016,7,29,0,60,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 1:30:00,2016,7,29,1,65,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 2:30:00,2016,7,29,2,88,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 3:30:00,2016,7,29,3,87,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 4:30:00,2016,7,29,4,95,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 5:30:00,2016,7,29,5,90,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 6:30:00,2016,7,29,6,62,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 7:30:00,2016,7,29,7,46,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 8:30:00,2016,7,29,8,38,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 9:30:00,2016,7,29,9,69,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 10:30:00,2016,7,29,10,49,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 11:30:00,2016,7,29,11,12,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 12:30:00,2016,7,29,12,11,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 13:30:00,2016,7,29,13,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 14:30:00,2016,7,29,14,23,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 15:30:00,2016,7,29,15,32,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 16:30:00,2016,7,29,16,46,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 17:30:00,2016,7,29,17,41,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 18:30:00,2016,7,29,18,36,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 19:30:00,2016,7,29,19,34,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 20:30:00,2016,7,29,20,22,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 21:30:00,2016,7,29,21,37,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 22:30:00,2016,7,29,22,31,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/29/2016 23:30:00,2016,7,29,23,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 0:30:00,2016,7,30,0,26,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 1:30:00,2016,7,30,1,32,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 2:30:00,2016,7,30,2,6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 3:30:00,2016,7,30,3,15,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 4:30:00,2016,7,30,4,14,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 5:30:00,2016,7,30,5,13,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 6:30:00,2016,7,30,6,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 7:30:00,2016,7,30,7,52,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 8:30:00,2016,7,30,8,67,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 9:30:00,2016,7,30,9,36,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 10:30:00,2016,7,30,10,22,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 11:30:00,2016,7,30,11,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 12:30:00,2016,7,30,12,33,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 13:30:00,2016,7,30,13,32,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 14:30:00,2016,7,30,14,32,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 15:30:00,2016,7,30,15,34,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 16:30:00,2016,7,30,16,28,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 17:30:00,2016,7,30,17,42,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 18:30:00,2016,7,30,18,42,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 19:30:00,2016,7,30,19,42,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 20:30:00,2016,7,30,20,49,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 21:30:00,2016,7,30,21,43,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 22:30:00,2016,7,30,22,48,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/30/2016 23:30:00,2016,7,30,23,51,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 0:30:00,2016,7,31,0,47,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 1:30:00,2016,7,31,1,45,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 2:30:00,2016,7,31,2,53,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 3:30:00,2016,7,31,3,84,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 4:30:00,2016,7,31,4,105,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 5:30:00,2016,7,31,5,104,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 6:30:00,2016,7,31,6,73,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 7:30:00,2016,7,31,7,50,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 8:30:00,2016,7,31,8,47,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 9:30:00,2016,7,31,9,33,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 10:30:00,2016,7,31,10,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 11:30:00,2016,7,31,11,11,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 12:30:00,2016,7,31,12,9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 13:30:00,2016,7,31,13,11,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 14:30:00,2016,7,31,14,13,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 15:30:00,2016,7,31,15,22,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 16:30:00,2016,7,31,16,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 17:30:00,2016,7,31,17,23,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 18:30:00,2016,7,31,18,22,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 19:30:00,2016,7,31,19,18,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 20:30:00,2016,7,31,20,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 21:30:00,2016,7,31,21,28,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 22:30:00,2016,7,31,22,32,µg/m³,,
US Diplomatic Post: New Delhi,pm25,7/31/2016 23:30:00,2016,7,31,23,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 0:30:00,2016,8,1,0,30,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 1:30:00,2016,8,1,1,31,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 2:30:00,2016,8,1,2,18,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 3:30:00,2016,8,1,3,50,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 4:30:00,2016,8,1,4,54,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 5:30:00,2016,8,1,5,21,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 6:30:00,2016,8,1,6,23,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 7:30:00,2016,8,1,7,32,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 8:30:00,2016,8,1,8,37,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 9:30:00,2016,8,1,9,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 10:30:00,2016,8,1,10,13,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 11:30:00,2016,8,1,11,18,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 12:30:00,2016,8,1,12,24,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 13:30:00,2016,8,1,13,14,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 14:30:00,2016,8,1,14,15,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 15:30:00,2016,8,1,15,18,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 16:30:00,2016,8,1,16,43,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 17:30:00,2016,8,1,17,28,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 18:30:00,2016,8,1,18,31,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 19:30:00,2016,8,1,19,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 20:30:00,2016,8,1,20,32,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 21:30:00,2016,8,1,21,33,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 22:30:00,2016,8,1,22,34,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/1/2016 23:30:00,2016,8,1,23,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 0:30:00,2016,8,2,0,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 1:30:00,2016,8,2,1,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 2:30:00,2016,8,2,2,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 3:30:00,2016,8,2,3,31,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 4:30:00,2016,8,2,4,33,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 5:30:00,2016,8,2,5,28,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 6:30:00,2016,8,2,6,21,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 7:30:00,2016,8,2,7,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 8:30:00,2016,8,2,8,21,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 9:30:00,2016,8,2,9,20,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 10:30:00,2016,8,2,10,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 11:30:00,2016,8,2,11,6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 12:30:00,2016,8,2,12,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 13:30:00,2016,8,2,13,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 14:30:00,2016,8,2,14,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 15:30:00,2016,8,2,15,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 16:30:00,2016,8,2,16,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 17:30:00,2016,8,2,17,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 18:30:00,2016,8,2,18,7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 19:30:00,2016,8,2,19,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 20:30:00,2016,8,2,20,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 21:30:00,2016,8,2,21,21,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 22:30:00,2016,8,2,22,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/2/2016 23:30:00,2016,8,2,23,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 0:30:00,2016,8,3,0,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 1:30:00,2016,8,3,1,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 2:30:00,2016,8,3,2,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 3:30:00,2016,8,3,3,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 4:30:00,2016,8,3,4,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 5:30:00,2016,8,3,5,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 6:30:00,2016,8,3,6,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 7:30:00,2016,8,3,7,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 8:30:00,2016,8,3,8,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 9:30:00,2016,8,3,9,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 10:30:00,2016,8,3,10,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 11:30:00,2016,8,3,11,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 12:30:00,2016,8,3,12,10,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 13:30:00,2016,8,3,13,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 14:30:00,2016,8,3,14,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 15:30:00,2016,8,3,15,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 16:30:00,2016,8,3,16,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 17:30:00,2016,8,3,17,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 18:30:00,2016,8,3,18,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 19:30:00,2016,8,3,19,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 20:30:00,2016,8,3,20,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 21:30:00,2016,8,3,21,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 22:30:00,2016,8,3,22,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/3/2016 23:30:00,2016,8,3,23,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 0:30:00,2016,8,4,0,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 1:30:00,2016,8,4,1,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 2:30:00,2016,8,4,2,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 3:30:00,2016,8,4,3,13,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 4:30:00,2016,8,4,4,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 5:30:00,2016,8,4,5,10,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 6:30:00,2016,8,4,6,13,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 7:30:00,2016,8,4,7,14,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 8:30:00,2016,8,4,8,9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 9:30:00,2016,8,4,9,13,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 10:30:00,2016,8,4,10,10,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 11:30:00,2016,8,4,11,7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 12:30:00,2016,8,4,12,16,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 13:30:00,2016,8,4,13,13,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 14:30:00,2016,8,4,14,24,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 15:30:00,2016,8,4,15,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 16:30:00,2016,8,4,16,28,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 17:30:00,2016,8,4,17,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 18:30:00,2016,8,4,18,26,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 19:30:00,2016,8,4,19,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 20:30:00,2016,8,4,20,31,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 21:30:00,2016,8,4,21,28,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 22:30:00,2016,8,4,22,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/4/2016 23:30:00,2016,8,4,23,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 0:30:00,2016,8,5,0,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 1:30:00,2016,8,5,1,38,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 2:30:00,2016,8,5,2,34,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 3:30:00,2016,8,5,3,30,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 4:30:00,2016,8,5,4,30,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 5:30:00,2016,8,5,5,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 6:30:00,2016,8,5,6,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 7:30:00,2016,8,5,7,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 8:30:00,2016,8,5,8,17,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 9:30:00,2016,8,5,9,27,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 10:30:00,2016,8,5,10,28,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 11:30:00,2016,8,5,11,26,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 12:30:00,2016,8,5,12,17,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 13:30:00,2016,8,5,13,24,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 14:30:00,2016,8,5,14,29,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 15:30:00,2016,8,5,15,48,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 16:30:00,2016,8,5,16,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 17:30:00,2016,8,5,17,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 18:30:00,2016,8,5,18,26,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 19:30:00,2016,8,5,19,19,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 20:30:00,2016,8,5,20,31,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 21:30:00,2016,8,5,21,34,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 22:30:00,2016,8,5,22,38,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/5/2016 23:30:00,2016,8,5,23,33,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 0:30:00,2016,8,6,0,41,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 1:30:00,2016,8,6,1,42,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 2:30:00,2016,8,6,2,40,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 3:30:00,2016,8,6,3,38,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 4:30:00,2016,8,6,4,25,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 5:30:00,2016,8,6,5,10,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 6:30:00,2016,8,6,6,18,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 7:30:00,2016,8,6,7,12,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 8:30:00,2016,8,6,8,6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 9:30:00,2016,8,6,9,20,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 10:30:00,2016,8,6,10,7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,8/6/2016 11:30:00,2016,8,6,11,20,µg/m³,,
